UID,DAY_OF_WEEK,CRS_DEP_TIME,TAXI_OUT,TAXI_IN,ACTUAL_ELAPSED_TIME,DISTANCE,DISTANCE_GROUP,AIRLINE_ID,FL_DATE,ORIGIN_CITY_MARKET_ID,DEST_CITY_MARKET_ID,FL_NUM,UNIQUE_CARRIER,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST,DEST_CITY_NAME,DEST_STATE_ABR,FIRST_DEP_TIME,ARR_DELAY
980,7,1110,12.0,13.0,109.0,545.0,3,19790,2017-03-05,34027,30397,1134,DL,PBI,"West Palm Beach/Palm Beach, FL",FL,ATL,"Atlanta, GA",GA,,-8.0
981,1,2138,16.0,5.0,51.0,140.0,1,19977,2017-03-06,31453,30423,1234,UA,IAH,"Houston, TX",TX,AUS,"Austin, TX",TX,,-9.0
982,5,2215,7.0,11.0,310.0,2454.0,10,21171,2017-03-17,32575,31703,170,VX,LAX,"Los Angeles, CA",CA,EWR,"Newark, NJ",NJ,,-8.0
983,4,959,22.0,6.0,399.0,2586.0,11,20409,2017-03-30,31703,32457,415,B6,JFK,"New York, NY",NY,SFO,"San Francisco, CA",CA,,-7.0
984,3,755,15.0,5.0,77.0,361.0,2,19805,2017-03-29,31057,30852,1924,AA,CLT,"Charlotte, NC",NC,BWI,"Baltimore, MD",MD,,5.0
985,1,1240,7.0,5.0,94.0,639.0,3,19393,2017-03-20,30436,30325,755,WN,TUS,"Tucson, AZ",AZ,DEN,"Denver, CO",CO,,-5.0
986,7,1015,15.0,9.0,136.0,814.0,4,19393,2017-03-05,33195,30852,284,WN,TPA,"Tampa, FL",FL,DCA,"Washington, DC",VA,,8.0
987,4,1320,9.0,8.0,75.0,372.0,2,19977,2017-03-09,32575,32457,2429,UA,SNA,"Santa Ana, CA",CA,SFO,"San Francisco, CA",CA,,-20.0
988,5,2200,9.0,7.0,142.0,753.0,4,20416,2017-03-10,31135,30977,842,NK,MYR,"Myrtle Beach, SC",SC,ORD,"Chicago, IL",IL,,-9.0
989,7,1525,11.0,7.0,101.0,551.0,3,20436,2017-03-05,31454,33495,1701,F9,MCO,"Orlando, FL",FL,MSY,"New Orleans, LA",LA,,13.0
990,3,725,8.0,5.0,75.0,417.0,2,19393,2017-03-15,32457,33570,1389,WN,SJC,"San Jose, CA",CA,SAN,"San Diego, CA",CA,,-7.0
991,4,1300,23.0,4.0,107.0,507.0,3,19805,2017-03-02,31057,33195,1808,AA,CLT,"Charlotte, NC",NC,TPA,"Tampa, FL",FL,,18.0
992,1,1610,17.0,6.0,170.0,937.0,4,19977,2017-03-13,31703,31454,755,UA,EWR,"Newark, NJ",NJ,MCO,"Orlando, FL",FL,,7.0
993,5,1831,13.0,6.0,197.0,1306.0,6,19790,2017-03-24,33195,31650,1712,DL,TPA,"Tampa, FL",FL,MSP,"Minneapolis, MN",MN,,-14.0
994,3,1820,9.0,11.0,50.0,151.0,1,20366,2017-03-29,30255,30397,5359,EV,HSV,"Huntsville, AL",AL,ATL,"Atlanta, GA",GA,,-24.0
995,6,1526,12.0,5.0,174.0,1276.0,6,19805,2017-03-18,30466,31650,1168,AA,PHX,"Phoenix, AZ",AZ,MSP,"Minneapolis, MN",MN,,-15.0
997,5,1925,33.0,14.0,156.0,861.0,4,20436,2017-03-24,34100,31454,1675,F9,PHL,"Philadelphia, PA",PA,MCO,"Orlando, FL",FL,,-12.0
998,5,1910,11.0,5.0,147.0,1011.0,5,19393,2017-03-10,30792,31454,4226,WN,BUF,"Buffalo, NY",NY,MCO,"Orlando, FL",FL,,27.0
999,3,500,19.0,11.0,76.0,224.0,1,19930,2017-03-29,31884,30559,695,AS,GEG,"Spokane, WA",WA,SEA,"Seattle, WA",WA,,2.0
1000,5,1826,20.0,8.0,202.0,1197.0,5,19805,2017-03-03,32467,30977,1612,AA,MIA,"Miami, FL",FL,ORD,"Chicago, IL",IL,,-2.0
1001,5,1351,11.0,4.0,55.0,240.0,1,19790,2017-03-03,30397,31481,2506,DL,ATL,"Atlanta, GA",GA,ECP,"Panama City, FL",FL,,-16.0
1002,6,1905,18.0,8.0,212.0,1400.0,6,19977,2017-03-25,31703,31453,1628,UA,EWR,"Newark, NJ",NJ,IAH,"Houston, TX",TX,,-27.0
1003,3,700,41.0,5.0,119.0,470.0,2,20409,2017-03-08,30994,32467,1131,B6,CHS,"Charleston, SC",SC,FLL,"Fort Lauderdale, FL",FL,,13.0
1004,5,2100,17.0,6.0,316.0,2475.0,10,19805,2017-03-24,32575,31703,10,AA,LAX,"Los Angeles, CA",CA,JFK,"New York, NY",NY,,-13.0
1005,1,600,12.0,7.0,113.0,590.0,3,19930,2017-03-27,34614,32575,722,AS,SLC,"Salt Lake City, UT",UT,LAX,"Los Angeles, CA",CA,,-8.0
1006,7,1225,19.0,4.0,62.0,189.0,1,19393,2017-03-12,30194,30423,4882,WN,DAL,"Dallas, TX",TX,AUS,"Austin, TX",TX,,7.0
1007,5,909,48.0,8.0,89.0,187.0,1,20409,2017-03-10,31703,30721,1418,B6,JFK,"New York, NY",NY,BOS,"Boston, MA",MA,,4.0
1008,5,1040,10.0,4.0,82.0,495.0,2,19393,2017-03-03,30325,33851,704,WN,DEN,"Denver, CO",CO,OKC,"Oklahoma City, OK",OK,,-18.0
1009,5,600,40.0,7.0,108.0,374.0,2,20304,2017-03-17,35096,31295,3529,OO,SYR,"Syracuse, NY",NY,DTW,"Detroit, MI",MI,,4.0
1010,6,1930,9.0,6.0,68.0,338.0,2,19805,2017-03-25,32575,30466,1280,AA,SNA,"Santa Ana, CA",CA,PHX,"Phoenix, AZ",AZ,,-6.0
1011,3,1520,26.0,16.0,102.0,331.0,2,19805,2017-03-08,30852,31057,1895,AA,DCA,"Washington, DC",VA,CLT,"Charlotte, NC",NC,,-6.0
1012,5,715,18.0,4.0,125.0,761.0,4,19805,2017-03-31,30194,32337,306,AA,DFW,"Dallas/Fort Worth, TX",TX,IND,"Indianapolis, IN",IN,,-11.0
1013,5,1335,7.0,5.0,53.0,226.0,1,19393,2017-03-24,31267,30977,547,WN,DAY,"Dayton, OH",OH,MDW,"Chicago, IL",IL,,-15.0
1014,1,1200,9.0,4.0,46.0,183.0,1,19930,2017-03-13,34828,31401,62,AS,SIT,"Sitka, AK",AK,KTN,"Ketchikan, AK",AK,,-8.0
1015,3,1700,19.0,9.0,77.0,301.0,2,20366,2017-03-08,33038,31453,4350,EV,LRD,"Laredo, TX",TX,IAH,"Houston, TX",TX,,-3.0
1016,7,940,19.0,3.0,59.0,223.0,1,20366,2017-03-19,30397,35249,5328,EV,ATL,"Atlanta, GA",GA,TLH,"Tallahassee, FL",FL,,-13.0
1017,6,1520,11.0,4.0,125.0,784.0,4,20304,2017-03-11,34057,34689,3470,OO,PDX,"Portland, OR",OR,SBA,"Santa Barbara, CA",CA,,-3.0
1018,4,1709,10.0,8.0,119.0,743.0,3,19790,2017-03-23,31423,30397,1532,DL,DSM,"Des Moines, IA",IA,ATL,"Atlanta, GA",GA,,-26.0
1019,6,1050,16.0,6.0,127.0,787.0,4,19393,2017-03-11,31454,30852,2256,WN,MCO,"Orlando, FL",FL,BWI,"Baltimore, MD",MD,,8.0
1020,7,1930,45.0,6.0,153.0,660.0,3,19393,2017-03-05,31703,32337,4260,WN,LGA,"New York, NY",NY,IND,"Indianapolis, IN",IN,,0.0
1021,4,2200,21.0,5.0,77.0,301.0,2,20304,2017-03-30,31295,34711,4280,OO,DTW,"Detroit, MI",MI,SCE,"State College, PA",PA,,-1.0
1022,5,729,12.0,7.0,85.0,453.0,2,19790,2017-03-31,32600,30397,1614,DL,LIT,"Little Rock, AR",AR,ATL,"Atlanta, GA",GA,,-7.0
1023,6,1009,9.0,3.0,141.0,1028.0,5,20409,2017-03-18,34027,31703,654,B6,PBI,"West Palm Beach/Palm Beach, FL",FL,JFK,"New York, NY",NY,,-25.0
1024,4,1340,9.0,5.0,70.0,402.0,2,19393,2017-03-02,30977,30198,138,WN,MDW,"Chicago, IL",IL,PIT,"Pittsburgh, PA",PA,,-12.0
1026,6,800,11.0,11.0,106.0,460.0,2,19805,2017-03-04,33198,30194,1224,AA,MCI,"Kansas City, MO",MO,DFW,"Dallas/Fort Worth, TX",TX,,-5.0
1027,1,1749,24.0,11.0,157.0,862.0,4,19977,2017-03-13,31453,30325,437,UA,IAH,"Houston, TX",TX,DEN,"Denver, CO",CO,,-3.0
1028,5,1815,12.0,4.0,170.0,1276.0,6,19393,2017-03-10,30466,31650,4777,WN,PHX,"Phoenix, AZ",AZ,MSP,"Minneapolis, MN",MN,,-5.0
1029,4,1010,8.0,8.0,77.0,471.0,2,19393,2017-03-30,33495,30693,1534,WN,MSY,"New Orleans, LA",LA,BNA,"Nashville, TN",TN,,5.0
1030,6,1255,34.0,6.0,123.0,590.0,3,20304,2017-03-11,32575,34614,3081,OO,LAX,"Los Angeles, CA",CA,SLC,"Salt Lake City, UT",UT,,-1.0
1031,3,1710,11.0,4.0,148.0,951.0,4,19805,2017-03-08,34027,34100,1695,AA,PBI,"West Palm Beach/Palm Beach, FL",FL,PHL,"Philadelphia, PA",PA,,4.0
1033,1,1435,15.0,5.0,151.0,992.0,4,19805,2017-03-13,32467,34100,2103,AA,FLL,"Fort Lauderdale, FL",FL,PHL,"Philadelphia, PA",PA,,10.0
1034,3,1310,10.0,4.0,51.0,197.0,1,19393,2017-03-01,32211,32575,1391,WN,LAS,"Las Vegas, NV",NV,ONT,"Ontario, CA",CA,,-7.0
1035,3,1118,19.0,3.0,63.0,222.0,1,20304,2017-03-01,34614,35041,4610,OO,SLC,"Salt Lake City, UT",UT,SUN,"Sun Valley/Hailey/Ketchum, ID",ID,,-12.0
1036,3,640,18.0,6.0,81.0,337.0,2,21171,2017-03-15,32457,32575,922,VX,SFO,"San Francisco, CA",CA,LAX,"Los Angeles, CA",CA,,2.0
1037,7,935,17.0,6.0,224.0,1771.0,8,19393,2017-03-12,32211,31066,4603,WN,LAS,"Las Vegas, NV",NV,CMH,"Columbus, OH",OH,,-8.0
1039,1,1213,14.0,4.0,176.0,1237.0,5,20409,2017-03-06,30721,32467,2269,B6,BOS,"Boston, MA",MA,FLL,"Fort Lauderdale, FL",FL,,-34.0
1040,1,825,29.0,12.0,218.0,1197.0,5,19805,2017-03-13,32467,30977,334,AA,MIA,"Miami, FL",FL,ORD,"Chicago, IL",IL,,125.0
1041,3,1520,9.0,3.0,72.0,342.0,2,19393,2017-03-15,31123,33316,276,WN,STL,"St. Louis, MO",MO,OMA,"Omaha, NE",NE,,25.0
1042,1,1130,22.0,4.0,137.0,764.0,4,19393,2017-03-06,31703,30693,3878,WN,LGA,"New York, NY",NY,BNA,"Nashville, TN",TN,,-32.0
1043,3,1130,17.0,6.0,310.0,2248.0,9,19805,2017-03-15,32211,31703,2229,AA,LAS,"Las Vegas, NV",NV,JFK,"New York, NY",NY,,5.0
1045,2,1220,10.0,6.0,97.0,602.0,3,19393,2017-03-28,30325,30466,829,WN,DEN,"Denver, CO",CO,PHX,"Phoenix, AZ",AZ,,-20.0
1046,3,1225,15.0,5.0,101.0,591.0,3,19790,2017-03-08,30977,30397,1648,DL,MDW,"Chicago, IL",IL,ATL,"Atlanta, GA",GA,,-17.0
1048,1,1157,28.0,7.0,63.0,137.0,1,20304,2017-03-20,30977,31986,3028,OO,ORD,"Chicago, IL",IL,GRR,"Grand Rapids, MI",MI,,4.0
1050,1,924,15.0,8.0,53.0,151.0,1,19790,2017-03-06,30255,30397,692,DL,HSV,"Huntsville, AL",AL,ATL,"Atlanta, GA",GA,,-4.0
1051,3,832,22.0,13.0,355.0,2454.0,10,19977,2017-03-29,31703,32575,703,UA,EWR,"Newark, NJ",NJ,LAX,"Los Angeles, CA",CA,,-2.0
1052,3,1805,28.0,15.0,100.0,337.0,2,19805,2017-03-22,34100,34492,1755,AA,PHL,"Philadelphia, PA",PA,RDU,"Raleigh/Durham, NC",NC,,5.0
1053,5,620,7.0,10.0,99.0,629.0,3,19790,2017-03-10,33198,31295,2311,DL,MCI,"Kansas City, MO",MO,DTW,"Detroit, MI",MI,,-8.0
1054,3,1743,23.0,7.0,160.0,1069.0,5,19977,2017-03-08,30325,33105,1109,UA,DEN,"Denver, CO",CO,CVG,"Cincinnati, OH",KY,,-12.0
1056,2,840,19.0,4.0,101.0,585.0,3,19393,2017-03-28,30194,33316,1994,WN,DAL,"Dallas, TX",TX,OMA,"Omaha, NE",NE,,4.0
1057,4,2140,8.0,6.0,82.0,397.0,2,19393,2017-03-23,32211,33192,3458,WN,LAS,"Las Vegas, NV",NV,SMF,"Sacramento, CA",CA,,-4.0
1058,4,1855,21.0,5.0,196.0,1235.0,5,19805,2017-03-30,30194,32575,2489,AA,DFW,"Dallas/Fort Worth, TX",TX,LAX,"Los Angeles, CA",CA,,0.0
1059,1,1300,19.0,4.0,97.0,449.0,2,19805,2017-03-06,31057,34100,2054,AA,CLT,"Charlotte, NC",NC,PHL,"Philadelphia, PA",PA,,-7.0
1060,3,2359,12.0,7.0,305.0,2521.0,11,20409,2017-03-15,33192,31703,162,B6,SMF,"Sacramento, CA",CA,JFK,"New York, NY",NY,,-22.0
1061,4,1600,16.0,6.0,162.0,946.0,4,19790,2017-03-09,30721,30397,105,DL,BOS,"Boston, MA",MA,ATL,"Atlanta, GA",GA,,-18.0
1062,1,1833,15.0,17.0,117.0,558.0,3,20304,2017-03-13,32575,34614,4749,OO,ONT,"Ontario, CA",CA,SLC,"Salt Lake City, UT",UT,,39.0
1063,6,1740,9.0,9.0,93.0,369.0,2,19393,2017-03-25,30852,30721,2802,WN,BWI,"Baltimore, MD",MD,BOS,"Boston, MA",MA,,26.0
1064,4,1520,5.0,4.0,59.0,333.0,2,19393,2017-03-02,32575,32457,1840,WN,ONT,"Ontario, CA",CA,SJC,"San Jose, CA",CA,,25.0
1065,4,1044,13.0,3.0,138.0,846.0,4,20409,2017-03-02,32575,34057,1522,B6,LGB,"Long Beach, CA",CA,PDX,"Portland, OR",OR,,-8.0
1066,1,700,15.0,6.0,82.0,447.0,2,21171,2017-03-13,33570,32457,352,VX,SAN,"San Diego, CA",CA,SFO,"San Francisco, CA",CA,,-15.0
1067,1,2035,23.0,4.0,139.0,853.0,4,19805,2017-03-20,30194,33342,1234,AA,DFW,"Dallas/Fort Worth, TX",TX,MKE,"Milwaukee, WI",WI,,-1.0
1068,5,1950,9.0,8.0,77.0,370.0,2,19393,2017-03-31,32575,30466,1053,WN,LAX,"Los Angeles, CA",CA,PHX,"Phoenix, AZ",AZ,,30.0
1069,1,1425,19.0,5.0,98.0,529.0,3,19805,2017-03-13,31057,31703,1757,AA,CLT,"Charlotte, NC",NC,EWR,"Newark, NJ",NJ,,-11.0
1070,3,1755,22.0,6.0,385.0,2585.0,11,19977,2017-03-01,32467,32457,583,UA,MIA,"Miami, FL",FL,SFO,"San Francisco, CA",CA,,6.0
1072,2,1548,25.0,3.0,85.0,296.0,2,20366,2017-03-21,31295,30408,5119,EV,DTW,"Detroit, MI",MI,ATW,"Appleton, WI",WI,,-4.0
1074,7,2010,9.0,8.0,166.0,1123.0,5,19393,2017-03-26,31295,30325,6589,WN,DTW,"Detroit, MI",MI,DEN,"Denver, CO",CO,,-22.0
1075,2,1045,13.0,4.0,120.0,634.0,3,19393,2017-03-21,30852,33342,4792,WN,DCA,"Washington, DC",VA,MKE,"Milwaukee, WI",WI,,-12.0
1076,3,1715,17.0,4.0,80.0,399.0,2,20304,2017-03-29,30559,30713,4779,OO,SEA,"Seattle, WA",WA,BOI,"Boise, ID",ID,,-11.0
1077,4,1154,12.0,8.0,152.0,1055.0,5,20416,2017-03-09,32211,30194,470,NK,LAS,"Las Vegas, NV",NV,DFW,"Dallas/Fort Worth, TX",TX,,-13.0
1078,5,2007,15.0,7.0,79.0,328.0,2,19805,2017-03-03,31136,31057,1870,AA,JAX,"Jacksonville, FL",FL,CLT,"Charlotte, NC",NC,,-9.0
1079,3,1311,21.0,13.0,93.0,373.0,2,20304,2017-03-01,33192,32575,3018,OO,SMF,"Sacramento, CA",CA,LAX,"Los Angeles, CA",CA,,-9.0
1080,3,1745,16.0,6.0,141.0,1012.0,5,19977,2017-03-15,30977,33195,246,UA,ORD,"Chicago, IL",IL,TPA,"Tampa, FL",FL,,-28.0
1081,1,133,9.0,9.0,189.0,1440.0,6,20416,2017-03-27,30466,30977,168,NK,PHX,"Phoenix, AZ",AZ,ORD,"Chicago, IL",IL,,-11.0
1082,1,1840,9.0,8.0,160.0,1020.0,5,19393,2017-03-27,31453,30466,1474,WN,HOU,"Houston, TX",TX,PHX,"Phoenix, AZ",AZ,,-10.0
1083,7,905,26.0,5.0,88.0,370.0,2,19393,2017-03-19,32575,30466,5108,WN,LAX,"Los Angeles, CA",CA,PHX,"Phoenix, AZ",AZ,,13.0
1084,7,1855,19.0,12.0,206.0,1080.0,5,19790,2017-03-19,31714,31703,1872,DL,RSW,"Fort Myers, FL",FL,LGA,"New York, NY",NY,,17.0
1085,3,1725,11.0,6.0,54.0,201.0,1,20366,2017-03-29,31140,31453,4419,EV,CRP,"Corpus Christi, TX",TX,IAH,"Houston, TX",TX,,-7.0
1087,4,1310,19.0,7.0,137.0,862.0,4,19977,2017-03-09,32575,30325,314,UA,LAX,"Los Angeles, CA",CA,DEN,"Denver, CO",CO,,14.0
1088,5,1345,13.0,14.0,116.0,588.0,3,19977,2017-03-31,30852,30977,221,UA,IAD,"Washington, DC",VA,ORD,"Chicago, IL",IL,,-13.0
1089,3,439,9.0,6.0,176.0,1179.0,5,20409,2017-03-01,34254,31454,668,B6,PSE,"Ponce, PR",PR,MCO,"Orlando, FL",FL,,-31.0
1090,4,2006,11.0,7.0,79.0,404.0,2,19790,2017-03-23,30397,31454,1166,DL,ATL,"Atlanta, GA",GA,MCO,"Orlando, FL",FL,,-18.0
1091,5,2057,19.0,10.0,395.0,2724.0,11,19805,2017-03-17,32467,30559,134,AA,MIA,"Miami, FL",FL,SEA,"Seattle, WA",WA,,-2.0
1092,7,1759,14.0,4.0,123.0,813.0,4,19805,2017-03-26,31057,34321,2052,AA,CLT,"Charlotte, NC",NC,PWM,"Portland, ME",ME,,-3.0
1093,2,935,16.0,5.0,93.0,448.0,2,20366,2017-03-28,30781,30397,5166,EV,BTR,"Baton Rouge, LA",LA,ATL,"Atlanta, GA",GA,,-10.0
1096,2,1230,17.0,5.0,57.0,129.0,1,20304,2017-03-07,34057,30559,3344,OO,PDX,"Portland, OR",OR,SEA,"Seattle, WA",WA,,12.0
1098,1,2243,24.0,7.0,125.0,599.0,3,19805,2017-03-20,31057,30977,623,AA,CLT,"Charlotte, NC",NC,ORD,"Chicago, IL",IL,,-6.0
1099,3,1627,14.0,4.0,232.0,2075.0,9,19805,2017-03-01,30466,34100,1712,AA,PHX,"Phoenix, AZ",AZ,PHL,"Philadelphia, PA",PA,,-41.0
1100,5,1655,15.0,14.0,185.0,1139.0,5,19805,2017-03-03,34992,32467,1293,AA,STX,"Christiansted, VI",VI,MIA,"Miami, FL",FL,,-18.0
1102,3,1248,14.0,6.0,122.0,699.0,3,20304,2017-03-22,34433,30466,3037,OO,STS,"Santa Rosa, CA",CA,PHX,"Phoenix, AZ",AZ,,9.0
1104,3,1728,14.0,5.0,183.0,1379.0,6,19977,2017-03-22,32575,31453,1984,UA,LAX,"Los Angeles, CA",CA,IAH,"Houston, TX",TX,,-13.0
1105,5,730,28.0,12.0,144.0,715.0,3,19393,2017-03-31,30615,32575,762,WN,ELP,"El Paso, TX",TX,LAX,"Los Angeles, CA",CA,,9.0
1106,1,1305,21.0,14.0,85.0,337.0,2,21171,2017-03-13,32575,32457,933,VX,LAX,"Los Angeles, CA",CA,SFO,"San Francisco, CA",CA,,4.0
1107,4,1705,13.0,10.0,74.0,271.0,2,19393,2017-03-02,33044,30977,303,WN,SDF,"Louisville, KY",KY,MDW,"Chicago, IL",IL,,-1.0
1108,7,1915,12.0,13.0,176.0,1205.0,5,19805,2017-03-12,32575,30194,2491,AA,SNA,"Santa Ana, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,,-3.0
1109,1,1020,16.0,5.0,99.0,574.0,3,20304,2017-03-20,32575,34614,4839,OO,BUR,"Burbank, CA",CA,SLC,"Salt Lake City, UT",UT,,-27.0
1110,3,1122,19.0,8.0,154.0,895.0,4,20416,2017-03-08,31454,30647,534,NK,MCO,"Orlando, FL",FL,CLE,"Cleveland, OH",OH,,-5.0
1111,4,1327,16.0,7.0,276.0,2153.0,9,19805,2017-03-09,30466,31703,2527,AA,PHX,"Phoenix, AZ",AZ,JFK,"New York, NY",NY,,-6.0
1112,2,2035,13.0,9.0,169.0,1127.0,5,20416,2017-03-07,32467,31295,380,NK,FLL,"Fort Lauderdale, FL",FL,DTW,"Detroit, MI",MI,,18.0
1113,3,2020,15.0,3.0,45.0,144.0,1,20304,2017-03-22,31650,31337,4659,OO,MSP,"Minneapolis, MN",MN,DLH,"Duluth, MN",MN,,-24.0
1114,7,1230,15.0,4.0,66.0,270.0,2,19790,2017-03-05,31136,30397,1317,DL,JAX,"Jacksonville, FL",FL,ATL,"Atlanta, GA",GA,,-21.0
1115,5,1400,19.0,10.0,309.0,1972.0,8,19805,2017-03-31,32467,30466,2581,AA,MIA,"Miami, FL",FL,PHX,"Phoenix, AZ",AZ,,-3.0
1116,1,1545,10.0,35.0,138.0,616.0,3,20436,2017-03-13,31454,30693,1683,F9,MCO,"Orlando, FL",FL,BNA,"Nashville, TN",TN,,17.0
1117,6,2315,25.0,5.0,84.0,325.0,2,19805,2017-03-25,30466,32575,1471,AA,PHX,"Phoenix, AZ",AZ,ONT,"Ontario, CA",CA,,516.0
1118,7,1318,15.0,4.0,180.0,1249.0,5,20409,2017-03-12,31714,30721,466,B6,RSW,"Fort Myers, FL",FL,BOS,"Boston, MA",MA,,8.0
1119,6,1125,13.0,2.0,74.0,332.0,2,19790,2017-03-11,30397,33244,2617,DL,ATL,"Atlanta, GA",GA,MEM,"Memphis, TN",TN,,-13.0
1120,1,2245,19.0,7.0,283.0,2244.0,9,19805,2017-03-27,33192,31057,476,AA,SMF,"Sacramento, CA",CA,CLT,"Charlotte, NC",NC,,4.0
1121,3,730,29.0,7.0,90.0,235.0,1,20304,2017-03-22,30977,31295,5598,OO,ORD,"Chicago, IL",IL,DTW,"Detroit, MI",MI,,7.0
1122,5,1458,7.0,6.0,51.0,216.0,1,19690,2017-03-10,32402,32134,291,HA,ITO,"Hilo, HI",HI,HNL,"Honolulu, HI",HI,,-2.0
1123,7,900,24.0,8.0,279.0,2176.0,9,19805,2017-03-12,32211,34100,677,AA,LAS,"Las Vegas, NV",NV,PHL,"Philadelphia, PA",PA,,-1.0
1124,4,2210,17.0,6.0,283.0,2343.0,10,21171,2017-03-23,32575,32467,322,VX,LAX,"Los Angeles, CA",CA,FLL,"Fort Lauderdale, FL",FL,,0.0
1125,5,2105,23.0,9.0,132.0,679.0,3,19930,2017-03-17,32457,30559,923,AS,SFO,"San Francisco, CA",CA,SEA,"Seattle, WA",WA,,11.0
1126,4,630,18.0,18.0,89.0,184.0,1,19790,2017-03-02,30721,31703,2666,DL,BOS,"Boston, MA",MA,LGA,"New York, NY",NY,,-7.0
1127,6,1225,37.0,5.0,118.0,462.0,2,20304,2017-03-25,30977,31775,5341,OO,ORD,"Chicago, IL",IL,FSD,"Sioux Falls, SD",SD,,4.0
1129,5,2010,12.0,3.0,100.0,641.0,3,19977,2017-03-10,30325,30194,338,UA,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,,30.0
1130,6,1235,23.0,8.0,130.0,802.0,4,19805,2017-03-11,30194,30977,1528,AA,DFW,"Dallas/Fort Worth, TX",TX,ORD,"Chicago, IL",IL,,101.0
1131,4,1255,26.0,8.0,130.0,731.0,3,19805,2017-03-23,30194,30397,1711,AA,DFW,"Dallas/Fort Worth, TX",TX,ATL,"Atlanta, GA",GA,,8.0
1132,2,700,25.0,13.0,164.0,666.0,3,20366,2017-03-14,30868,30977,4301,EV,CAE,"Columbia, SC",SC,ORD,"Chicago, IL",IL,,124.0
1133,3,1105,7.0,5.0,145.0,1105.0,5,19393,2017-03-15,30977,31714,1734,WN,MDW,"Chicago, IL",IL,RSW,"Fort Myers, FL",FL,,10.0
1134,2,2041,20.0,4.0,74.0,302.0,2,19790,2017-03-28,30397,30562,704,DL,ATL,"Atlanta, GA",GA,MOB,"Mobile, AL",AL,,-7.0
1135,3,2130,6.0,4.0,95.0,621.0,3,19393,2017-03-29,32457,30466,4701,WN,SJC,"San Jose, CA",CA,PHX,"Phoenix, AZ",AZ,,-9.0
1136,4,1625,16.0,6.0,144.0,866.0,4,20366,2017-03-09,30599,31703,5536,EV,BHM,"Birmingham, AL",AL,LGA,"New York, NY",NY,,67.0
1137,5,2258,19.0,4.0,93.0,484.0,2,19790,2017-03-24,30397,31123,1426,DL,ATL,"Atlanta, GA",GA,STL,"St. Louis, MO",MO,,-12.0
1138,7,2328,14.0,30.0,173.0,868.0,4,20416,2017-03-05,30194,30466,971,NK,DFW,"Dallas/Fort Worth, TX",TX,PHX,"Phoenix, AZ",AZ,,18.0
1139,5,1649,11.0,6.0,69.0,321.0,2,19790,2017-03-24,30397,33044,1705,DL,ATL,"Atlanta, GA",GA,SDF,"Louisville, KY",KY,,-17.0
1140,3,745,34.0,8.0,114.0,427.0,2,20409,2017-03-29,31703,34492,885,B6,JFK,"New York, NY",NY,RDU,"Raleigh/Durham, NC",NC,743.0,69.0
1141,6,1345,13.0,8.0,41.0,100.0,1,19690,2017-03-18,32134,33830,336,HA,HNL,"Honolulu, HI",HI,OGG,"Kahului, HI",HI,,-6.0
1142,5,1920,8.0,7.0,81.0,371.0,2,19393,2017-03-10,32575,32457,4548,WN,SNA,"Santa Ana, CA",CA,OAK,"Oakland, CA",CA,,1.0
1143,3,1915,11.0,4.0,136.0,804.0,4,19977,2017-03-08,30325,34570,296,UA,DEN,"Denver, CO",CO,RNO,"Reno, NV",NV,,13.0
1145,3,930,44.0,5.0,208.0,1183.0,5,19790,2017-03-29,31703,33495,771,DL,LGA,"New York, NY",NY,MSY,"New Orleans, LA",LA,,-33.0
1146,3,1438,35.0,5.0,192.0,964.0,4,19977,2017-03-29,32467,31453,631,UA,MIA,"Miami, FL",FL,IAH,"Houston, TX",TX,,259.0
1147,5,600,15.0,5.0,133.0,762.0,4,19790,2017-03-31,30397,31703,2945,DL,ATL,"Atlanta, GA",GA,LGA,"New York, NY",NY,,-2.0
1148,3,1620,14.0,4.0,80.0,414.0,2,19393,2017-03-29,32457,32211,1444,WN,SFO,"San Francisco, CA",CA,LAS,"Las Vegas, NV",NV,,-17.0
1149,1,2140,9.0,10.0,73.0,386.0,2,19393,2017-03-06,32457,32211,4067,WN,SJC,"San Jose, CA",CA,LAS,"Las Vegas, NV",NV,,28.0
1150,4,1340,12.0,5.0,112.0,748.0,3,19790,2017-03-23,30620,31650,1224,DL,BIL,"Billings, MT",MT,MSP,"Minneapolis, MN",MN,,-12.0
1151,7,1830,26.0,8.0,86.0,228.0,1,20409,2017-03-12,31703,30852,1407,B6,JFK,"New York, NY",NY,IAD,"Washington, DC",VA,,-8.0
1152,6,1807,24.0,4.0,111.0,594.0,3,20304,2017-03-18,30977,32070,5545,OO,ORD,"Chicago, IL",IL,MDT,"Harrisburg, PA",PA,,0.0
1153,2,700,16.0,42.0,193.0,954.0,4,19790,2017-03-07,32575,30559,2890,DL,LAX,"Los Angeles, CA",CA,SEA,"Seattle, WA",WA,,15.0
1154,5,2359,14.0,2.0,65.0,304.0,2,19805,2017-03-10,30466,33570,892,AA,PHX,"Phoenix, AZ",AZ,SAN,"San Diego, CA",CA,,-7.0
